Ubicación;Latitud;Longitud;Familia;Genero-ESPECIE
Provincia de Napo, Ecuador;-0,97644718;-77,84737703;Apidae;Trigona chanchamayoensis
Tena, EC-NA, EC;-0,988308333;-77,82959667;Apidae;Apis mellifera
Unnamed Road, Tena, Ecuador;-0,98797;-77,82002833;Apidae;Apis mellifera
Calle Teniente Hugo OrtÃ­z, Tena, Ecuador;-0,9942248;-77,813657;Apidae;Apis mellifera
Unnamed Road, Tena, Ecuador;-1,007222176;-77,80500031;Apidae;Apis mellifera
Tena, EC-NA, EC;-0,984746665;-77,83263559;Apidae;Apis mellifera
Avenida Tamiahurco, Tena, Napo, EC;-0,984625;-77,82035;Apidae;Apis mellifera
Tena, Ecuador;-0,993644256;-77,8157115;Apidae;Apis mellifera
Tena, Ecuador;-0,993644256;-77,8157115;Apidae;Apis mellifera
Tena, Ecuador;-0,993644256;-77,8157115;Apidae;Apis mellifera
Tena, Ecuador;-0,989199021;-77,81929114;Apidae;Apis mellifera
Rumipamba y, Bourgeois, Quito 170147, Ecuador;-0,183970347;-78,49317169;Apidae;Bombus robustus
JardÃ­n BotÃ¡nico Reinaldo Espinosa, E682, Loja, Ecuador;-4,036867696;-79,19890959;Apidae;Apis mellifera
Loja, EC-LJ, EC;-4,03802056;-79,19934299;Apidae;Apis mellifera
San Antonio, Tena, Ecuador;-0,993349906;-77,80994374;Apidae;Apis mellifera
GalÃ¡pagos Islands, Ecuador;-1,308467431;-90,4441364;Apidae;Xylocopa darwini
Baquerizo Moreno 2323, Quito 170143, Ecuador;-0,205489248;-78,48665619;Apidae;Apis mellifera
Pampite, Quito, Pichincha, EC;-0,197158333;-78,43533333;Apidae;Apis mellifera
GalÃ¡pagos Islands, Ecuador;-0,735612971;-90,3731699;Apidae;Xylocopa darwini
GalÃ¡pagos Islands, Ecuador;-0,735612971;-90,3731699;Apidae;Xylocopa darwini
GalÃ¡pagos Islands, Ecuador;-0,735612971;-90,3731699;Apidae;Xylocopa darwini
Nazareth, Quito, Pichincha, EC;-0,1255195;-78,48166667;Apidae;Apis mellifera
Quito, Pichincha, Ecuador;-0,072488333;-78,35681333;Apidae;Apis mellifera
Quito, Quito, Pichincha, EC;-0,141136167;-78,48691667;Apidae;Apis mellifera
"Club de Golf ""La FAE"", Quito, Pichincha, EC";-0,141852833;-78,486375;Apidae;Apis mellifera
Tena, EC-NA, EC;-0,949575574;-77,86270971;Apidae;Apis mellifera
Pedro Moncayo, EC-PI, EC;0,054336112;-78,30522156;Apidae;Apis mellifera
Ecuador;0,0549155;-78,3043563;Apidae;Apis mellifera
Aurelio DÃ¡vila Cajas, Quito 170184, Ecuador;-0,196164314;-78,3925534;Apidae;Apis mellifera
MejÃ­a, MejÃ­a, Pichincha, EC;-0,390741667;-78,51581667;Apidae;Apis mellifera
Ibarra, Ibarra, Imbabura, EC;0,342706318;-78,10521245;Apidae;Apis mellifera
Pje. EspaÃ±a, Quito 170143, Equador;-0,210555553;-78,4916687;Apidae;Apis mellifera
Tarqui, Tena, Napo, EC;-0,991987011;-77,81300703;Apidae;Apis mellifera
GalÃ¡pagos Islands, Ecuador;-0,964577103;-91,0134961;Apidae;Xylocopa darwini
Unnamed Road, Ecuador;-0,231072686;-78,37044597;Apidae;Apis mellifera
Tarqui, Tena, Napo, EC;-0,991986292;-77,81303295;Apidae;Apis mellifera
Av. Francisco de Orellana, Tena, Ecuador;-0,993068003;-77,81549525;Apidae;Apis mellifera
Nanegal, Ecuador;0,1312869;-78,67862668;Apidae;Apis mellifera
Universidad Central del Ecuador, Quito, Pichincha, EC;-0,19885;-78,50211333;Apidae;Thygater aethiops
San Francisco de la Pita, Quito 170132, Ecuador;-0,159546667;-78,50528833;Apidae;Apis mellifera
antisanilla;-0,4608;-78,309574;Apidae;Bombus funebris
Unnamed Road, 170184, Ecuador;-0,227900888;-78,37231228;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,2269735;-78,37265742;Apidae;Apis mellifera
Jose Vinueza, Quito 170184, Ecuador;-0,226734918;-78,37339707;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,231111109;-78,3686142;Apidae;Apis mellifera
170184, Ecuador;-0,229378214;-78,37236777;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,23075378;-78,3696131;Apidae;Apis mellifera
Quito, Ecuador;-0,171825069;-78,45023364;Apidae;Apis mellifera
RumiÃ±ahui, RumiÃ±ahui, Pichincha, EC;-0,382452997;-78,42467594;Apidae;Apis mellifera
Unnamed Road, Ecuador;-0,231438339;-78,36896515;Apidae;Apis mellifera
170184, Ecuador;-0,229962261;-78,37082181;Apidae;Apis mellifera
Tena, Tena, Napo, EC;-1,038230663;-77,82487219;Apidae;Xylocopa similis
170184, Ecuador;-0,231453221;-78,36884301;Apidae;Apis mellifera
170184, Ecuador;-0,231602669;-78,36906433;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,231356029;-78,36908643;Apidae;Apis mellifera
Unnamed Road, Ecuador;-0,22703;-78,37257;Apidae;Apis mellifera
Zamora Huayco, Loja, Ecuador;-4,007900238;-79,18643951;Apidae;Apis mellifera
170184, Ecuador;-0,231640473;-78,36909485;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,226968604;-78,37454338;Apidae;Apis mellifera
170184, Ecuador;-0,22863793;-78,37097034;Apidae;Apis mellifera
Unnamed Road, Ecuador;-0,228541372;-78,37110378;Apidae;Apis mellifera
170184, Ecuador;-0,228532655;-78,37223064;Apidae;Apis mellifera
Quito, Quito, Pichincha, EC;-0,227824873;-78,37266405;Apidae;Apis mellifera
170184, Ecuador;-0,228414974;-78,37161206;Apidae;Apis mellifera
Rafael Burbano, Quito, Pichincha, EC;-0,171516667;-78,36105333;Apidae;Anthophora pilifrons
170184, Ecuador;-0,228470629;-78,37155238;Apidae;Apis mellifera
Provincia de Imbabura, Ecuador;0,293089913;-78,35689647;Apidae;Bombus hortulanus
Provincia de Imbabura, Ecuador;0,293084835;-78,35690183;Apidae;Apis mellifera
San Miguel de los Bancos, EC-PI, EC;-0,063826254;-78,77466382;Apidae;Eulaema cingulata
San CristÃ³bal, EC-GA, EC;-0,893045222;-89,61074467;Apidae;Xylocopa darwini
Quito, Quito, Pichincha, EC;-0,231696667;-78,36905;Apidae;Apis mellifera
170184, Ecuador;-0,2290098;-78,3718806;Apidae;Apis mellifera
Puerto Villamil, Galapagos, Ecuador;-0,253983;-91,369705;Apidae;Xylocopa darwini
Termas de Papallacta;-0,3618044;-78,1488162;Apidae;Bombus rubicundus
Sucre, EC-MN, EC;-0,116070736;-80,12461743;Apidae;Apis mellifera
Provincia de Napo, Ecuador;-0,95345481;-77,8624215;Apidae;Bombus transversalis
Quito, EC-PI, EC;-0,185000002;-78,49888611;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,185000002;-78,49888611;Apidae;Apis mellifera
Quito, Quito, Pichincha, EC;-0,20917137;-78,43831104;Apidae;Apis mellifera
JardÃ­n BotÃ¡nico de Quito;-0,18619;-78,485089;Apidae;Apis mellifera
Provincia de SucumbÃ­os, Ecuador;-0,469718778;-76,45562831;Apidae;Bombus transversalis
Santa Cruz, Parque Nacional GalÃ¡pagos, EC-GA, EC;-0,74080801;-90,30260468;Apidae;Xylocopa darwini
Tena, Ecuador;-0,995546639;-77,81358337;Apidae;Apis mellifera
170184, Ecuador;-0,228786792;-78,37126572;Apidae;Apis mellifera
Puerto Ayora, Ecuador;-0,741546454;-90,30483785;Apidae;Xylocopa darwini
RumiÃ±ahui, RumiÃ±ahui, Pichincha, EC;-0,333156985;-78,46162047;Apidae;Apis mellifera
Tena, Ecuador;-0,996052851;-77,81408239;Apidae;Apis mellifera
Km 8 vÃ­a a Muyuna, Ecuador;-0,949586667;-77,86065333;Apidae;Apis mellifera
Galapagos Islands, San Cristobal, Galapagos, EC;-0,876871744;-89,48114693;Apidae;Xylocopa darwini
ItchimbÃ­a, Quito, Ecuador;-0,223898605;-78,50104523;Apidae;Bombus robustus
Parque La Carolina, Quito, Pichincha, EC;-0,185341667;-78,48661667;Apidae;Bombus hortulanus
San Cristobal, Ecuador;-0,926780815;-89,61176634;Apidae;Xylocopa darwini
Riobamba, Ecuador;-1,498362218;-78,87341619;Apidae;Bombus rubicundus
Napo, Ecuador;-0,950277805;-77,86333466;Apidae;Trigona chanchamayoensis
Km 8 vÃ­a a Muyuna, Ecuador;-0,9502232;-77,8626934;Apidae;Bombus transversalis
Tena, EC-NA, EC;-0,9502232;-77,8626934;Apidae;Bombus transversalis
Santa Cruz, Ecuador;-0,414548442;-90,70886201;Apidae;Xylocopa darwini
Santa Cruz, Ecuador;-0,414625538;-90,70897313;Apidae;Xylocopa darwini
Galapagos Islands, Santa Cruz, Galapagos, EC;-0,761474257;-90,34014284;Apidae;Xylocopa darwini
Veracruz (Indillama) (Cab. en Indillama), Ecuador;-1,577727374;-77,90235825;Apidae;Tetragonisca angustula
Cesar Mora Pareja, Quito, Pichincha, EC;-0,204191667;-78,34310833;Apidae;Apis mellifera
Quito, Ecuador;-0,227331348;-78,37282963;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,228197541;-78,37148521;Apidae;Apis mellifera
San Miguel de los Bancos, EC-PI, EC;0,16806696;-79,16470827;Apidae;Tetragonisca angustula
Loreto, Loreto, Orellana, EC;-0,700528333;-77,489595;Apidae;Plebeia
Distrito Metropolitano de Quito, Ecuador;-0,228097435;-78,37336257;Apidae;Apis mellifera
170184, Ecuador;-0,229327923;-78,37261621;Apidae;Apis mellifera
170184, Ecuador;-0,22899265;-78,37180987;Apidae;Apis mellifera
170184, Ecuador;-0,228760305;-78,37148331;Apidae;Apis mellifera
SamborondÃ³n, SamborondÃ³n, Guayas, EC;-2,131218114;-79,8652377;Apidae;Apis mellifera
Km 2.5 Via Samborondon, Tornero 3, mz 0 solar 7, SamborondÃ³n 092301, Ecuador;-2,131173611;-79,86513519;Apidae;Apis mellifera
SamborondÃ³n 092301, Ecuador;-2,132985;-79,8661039;Apidae;Apis mellifera
Unnamed Road, Ecuador;-0,227793068;-78,37214661;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,227589866;-78,3722578;Apidae;Apis mellifera
RumiÃ±ahui, RumiÃ±ahui, Pichincha, EC;-0,333003333;-78,46147167;Apidae;Xylocopa viridigastra
170184, Ecuador;-0,228506168;-78,37162413;Apidae;Apis mellifera
170184, Ecuador;-0,228509521;-78,37162379;Apidae;Apis mellifera
Quito, EC-PI, EC;0,01735861;-78,46557617;Apidae;Apis mellifera
MalecÃ³n Julio Izurieta, Jipijapa, ManabÃ­, EC;-1,559658333;-80,81342167;Apidae;Apis mellifera
Quito, Ecuador;-0,226391104;-78,37358;Apidae;Apis mellifera
170184, Ecuador;-0,22711143;-78,37336522;Apidae;Apis mellifera
170184, Ecuador;-0,22831305;-78,3715973;Apidae;Apis mellifera
170184, Ecuador;-0,228652;-78,371864;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,228408244;-78,37175891;Apidae;Apis mellifera
170184, Ecuador;-0,228486909;-78,37173183;Apidae;Apis mellifera
170184, Ecuador;-0,22848276;-78,37187617;Apidae;Apis mellifera
170184, Ecuador;-0,228480832;-78,37180761;Apidae;Apis mellifera
170184, Ecuador;-0,228407322;-78,3718004;Apidae;Apis mellifera
170184, Ecuador;-0,228345883;-78,37186293;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,229312778;-78,37193727;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,30131712;-78,20807134;Apidae;Bombus rubicundus
Protected Forrest - Inaquito Alto, Quito, Pichincha, EC;-0,175308333;-78,51902833;Apidae;Apis mellifera
San Cristobal, Ecuador;-0,713568297;-89,24737085;Apidae;Xylocopa darwini
Baltra, Santa Cruz, GalÃ¡pagos, Ecuador;-0,4445632;-90,26883;Apidae;Xylocopa darwini
Baltra, Santa Cruz, GalÃ¡pagos, Ecuador;-0,444675899;-90,26813197;Apidae;Xylocopa darwini
Santa Cruz, Ecuador;-0,62587674;-90,38517986;Apidae;Xylocopa darwini
Isabela, EC-GA, EC;-0,608115699;-91,10697307;Apidae;Xylocopa darwini
Puerto Ayora, Ecuador;-0,740137224;-90,32244274;Apidae;Xylocopa darwini
Puerto Ayora, Ecuador;-0,739236863;-90,32320853;Apidae;Xylocopa darwini
Distrito Metropolitano de Quito, Ecuador;0,022195313;-78,4635896;Apidae;Apis mellifera
Isabela Island, Galapagos, Ecuador;-0,259904;-91,369405;Apidae;Xylocopa darwini
SN Miguel Bancos, Pichincha, EC;-0,030294808;-78,76400795;Apidae;Apis mellifera
Quininde, Esmeraldas, EC;0,145981545;-79,55976676;Apidae;Eulaema cingulata
Puerto Ayora, Ecuador;-0,755008759;-90,31343965;Apidae;Xylocopa darwini
Parque Nacional Cotopaxi, EC-CT-LA, EC-CT, EC;-0,599076564;-78,4892799;Apidae;Bombus funebris
Cotopaxi National Park, Mejia, Pichincha, EC;-0,599295;-78,49073;Apidae;Bombus funebris
Guayaquil, Ecuador;-2,151349783;-79,95791626;Apidae;Eulaema polychroma
Guayaquil, Guayas, EC;-2,1519695;-79,95629167;Apidae;Apis mellifera
Guayaquil, Ecuador;-2,147537314;-79,96740187;Apidae;Xylocopa frontalis
Bloque Basico, Espol, Guayaquil, Ecuador;-2,146750027;-79,96671405;Apidae;Apis mellifera
Reserva EcolÃ³gica Cayambe-Coca, El Chaco, Napo, EC;-0,380944465;-77,84358292;Apidae;Apis mellifera
Archidona, Parque Nacional Sumaco Napo-Galeras, EC-NA, EC;-0,648798333;-77,79285333;Apidae;Apis mellifera
Mulalo, Ecuador;-0,71430673;-78,51610634;Apidae;Bombus funebris
Jimbura, Ecuador;-4,711134732;-79,44319244;Apidae;Bombus rubicundus
Barbara Alfaro, Quito, Pichincha, EC;-0,199464852;-78,42099068;Apidae;Apis mellifera
Laguna de Limpiopungo , Ecuador;-0,586593558;-78,48400701;Apidae;Bombus funebris
Cotundo, Ecuador;-0,6207554;-77,8247115;Apidae;Apis mellifera
Marcos Espinel (Chacata), Ecuador;-1,120818496;-78,35178375;Apidae;Bombus rubicundus
Parque Nacional Cotopaxi, EC-PI-ME, EC-PI, EC;-0,635833323;-78,48278046;Apidae;Bombus funebris
Puerto Ayora, Ecuador;-0,742500007;-90,3033371;Apidae;Xylocopa darwini
Sangay National Park, Banos, Tungurahua, EC;-1,453202766;-78,43892068;Apidae;Bombus rubicundus
Mejia, Ecuador;-0,611172052;-78,47537848;Apidae;Bombus funebris
Mejia, Ecuador;-0,613463124;-78,47388268;Apidae;Bombus funebris
Ozogoche,Parque Nacional Sangay, Ecuador;-2,257808156;-78,59715445;Apidae;Bombus funebris
Ayora, Ecuador;0,06835858;-78,12987969;Apidae;Apis mellifera
Quilotoa , Ecuador;-0,871094226;-78,90123302;Apidae;Bombus funebris
PÃ­llaro Canton, Ecuador;-1,12038953;-78,4616011;Apidae;Apis mellifera
Guayaquil, EC-GU, EC;-2,1515896;-79,9571746;Apidae;Apis mellifera
Aguarico, Ecuador;-0,837610949;-75,58157407;Apidae;Trigona williana
Guayaquil, Ecuador;-2,1476068;-79,9662417;Apidae;Apis mellifera
Guayaquil, Ecuador;-2,1476241;-79,9662287;Apidae;Apis mellifera
Archidona, Ecuador;-0,536637053;-78,22737988;Apidae;Bombus funebris
La Aurora, Ecuador;-2,040635162;-79,86394745;Apidae;Apis mellifera
Laguna Cuicocha Cotacachi, Ecuador;0,292991482;-78,35460259;Apidae;Apis mellifera
Reserva BiolÃ³gica Colonso-Chalupas (IKIAM), Tena, Ecuador;-0,944726596;-77,87912563;Apidae;Euglossa intersecta
E 28, Ecuador;0,04585;-78,68015;Apidae;Apis mellifera
E 28, Ecuador;0,04585;-78,68015;Apidae;Trigona
Pontificial Catholic University of Ecuador, Quito, Pichincha, EC;-0,210096667;-78,49140333;Apidae;Apis mellifera
Sangolqui, Ecuador;-0,373155564;-78,41015625;Apidae;Apis mellifera
21, El Condado 091910, Ecuador;-2,047977686;-79,90505981;Apidae;Apis mellifera
Yanuncay, Cuenca, Ecuador;-2,914879014;-79,01104096;Apidae;Apis mellifera
Loreto, Parque Nacional Sumaco Napo-Galeras, EC-OR, EC;-0,465625354;-77,54760828;Apidae;Apis mellifera
Tumbaco, Ecuador;-0,221388891;-78,37555695;Apidae;Apis mellifera
Parroquia PilahuÃ­n, Ecuador;-1,36222434;-78,81365204;Apidae;Bombus funebris
Distrito Metropolitano de Quito, Ecuador;-0,116604309;-78,58943484;Apidae;Bombus hortulanus
Universidad de Las Fuerzas Armadas, ESPE, SangolquÃ­, Ecuador;-0,314697643;-78,4456313;Apidae;Apis mellifera
Quito, EC-PI, EC;0,058722779;-78,50196075;Apidae;Apis mellifera
Paseos del Pichincha, Quito 170132, Ecuador;-0,152395606;-78,50344849;Apidae;Apis mellifera
YaruquÃ­, Ecuador;-0,16204343;-78,31584256;Apidae;Apis mellifera
RÃ­o Lelia, Santo Domingo Canton, Ecuador;-0,396742058;-78,98281098;Apidae;Trigona ferricauda
RÃ­o Lelia, Santo Domingo Canton, Ecuador;-0,396742058;-78,98281098;Apidae;Trigona ferricauda
RÃ­o Lelia, Santo Domingo Canton, Ecuador;-0,396742058;-78,98281098;Apidae;Trigona ferricauda
Los Bancos Canton, Ecuador;0,022773333;-78,89201667;Apidae;Apis mellifera
Puerto Villamil, Ecuador;-0,955790562;-90,96439494;Apidae;Xylocopa darwini
Isabela, Ecuador;-0,81226198;-91,08755305;Apidae;Xylocopa darwini
Caimito, Muisne, Ecuador;0,695643001;-80,10059357;Apidae;Tetragonisca angustula
Barrio El EdÃ©n, Puerto Ayora, GalÃ¡pagos, Ecuador;-0,742036096;-90,31130716;Apidae;Xylocopa darwini
Universitaria Y Bolivia, Quito 170129, Ecuador;-0,201609166;-78,50454669;Apidae;Apis mellifera
Conjunto Alborada;-0,1148991;-78,5044407;Apidae;Anthophora pilifrons
RÃ­o Muchacho, San Vicente, ManabÃ­, Ecuador;-0,430393964;-80,42902947;Apidae;Apis mellifera
El CorazÃ³n, MejÃ­a, Pichincha, Ecuador;-0,516262244;-78,64610673;Apidae;Bombus funebris
IlalÃ³, Metropolitan District of Quito, Pichincha, Ecuador;-0,243270881;-78,40501636;Apidae;Apis mellifera
Puerto Baquerizo Moreno, Ecuador;-0,903771404;-89,60199974;Apidae;Xylocopa darwini
Patate Canton, Tungurahua, Ecuador;-1,325191132;-78,50362778;Apidae;Apis mellifera
Patate Canton, Tungurahua, Ecuador;-1,325191132;-78,50362778;Apidae;Bombus hortulanus
Laguna de Papallacta, Quijos, Napo, Ecuador;-0,387391879;-78,15429688;Apidae;Bombus funebris
Laguna de Papallacta, Quijos, Napo, Ecuador;-0,387391879;-78,15429688;Apidae;Bombus robustus
Laguna de Papallacta, Quijos, Napo, Ecuador;-0,387391879;-78,15429688;Apidae;Bombus rubicundus
Laguna de Papallacta, Quijos, Napo, Ecuador;-0,387391879;-78,15429688;Apidae;Bombus rubicundus
San RafaÃ©l, Quito, Pichincha, Ecuador;-0,294234079;-78,45096514;Apidae;Apis mellifera
Manta, ManabÃ­, EC;-0,955445;-80,77341333;Apidae;Apis mellifera
Mindo, San Miguel de los Bancos, Pichincha, Ecuador;-0,063126097;-78,76609803;Apidae;Trigona ferricauda
Mindo, San Miguel de los Bancos, Pichincha, Ecuador;-0,063126097;-78,76609803;Apidae;Trigona ferricauda
Mindo, San Miguel de los Bancos, Pichincha, Ecuador;-0,063126097;-78,76609803;Apidae;Apis mellifera
PintagQuito, Ecuador;-0,354046975;-78,38835717;Apidae;Apis mellifera
Puembo, Ecuador;-0,155602;-78,3728456;Apidae;Apis mellifera
Maquipucuna, Metropolitan District of Quito, Pichincha, Ecuador;0,05669829;-78,67742539;Apidae;Tetragonisca buchwaldi
San Elias, Pintag, Quito, Pichincha, Ecuador;-0,349148205;-78,38985205;Apidae;Apis mellifera
Yacucalle, Ibarra, Ecuador;0,3373145;-78,1291832;Apidae;Apis mellifera
Galapagos Islands, Isabela, Galapagos, EC;-0,273100105;-91,22262802;Apidae;Xylocopa darwini
Conjunto ParaÃ­so, Quito 170184, Ecuador;-0,196154927;-78,39251384;Apidae;Apis mellifera
VÃ­a La Costa, Ecuador;-2,180666661;-80,01955972;Apidae;Apis mellifera
VÃ­a La Costa, Ecuador;-2,181010641;-80,01938322;Apidae;Apis mellifera
Tababela, Quito, Ecuador;-0,179283;-78,350197;Apidae;Apis mellifera
Patate, EC-TU, EC;-1,288373915;-78,44650572;Apidae;Bombus rubicundus
CalderÃ³n, Quito, Ecuador colegio ISM;-0,091222;-78,424749;Apidae;Apis mellifera
ism solca;-0,133767;-78,46001;Apidae;Apis mellifera
Jorge Murillo, Quito, Pichincha, EC;-0,091252833;-78,42423333;Apidae;Apis mellifera
Calderon, Quito, ISM;-0,089324;-78,424151;Apidae;Apis mellifera
ism academy quito;-0,133767;-78,4600103;Apidae;Apis mellifera
Quito 170157, Ecuador;-0,2098173;-78,4377429;Apidae;Apis mellifera
Santa Lucia, Quito, Pichincha, EC;-0,126291667;-78,47992833;Apidae;Apis mellifera
Galo Plaza Lasso Y Nazareth, Quito 170138, Ecuador;-0,1258003;-78,4796053;Apidae;Apis mellifera
San Pedro De Guajalo, Quito 170146, Ecuador;-0,2980621;-78,5346731;Apidae;Apis mellifera
Quito 170146, Ecuador;-0,2990767;-78,5378511;Apidae;Apis mellifera
De bloque 7 a TreffpunktSportplatz, Quito, Pichincha, EC;-0,208286667;-78,439475;Apidae;Apis mellifera
Quito 170146, Ecuador;-0,299685985;-78,53739166;Apidae;Apis mellifera
de las Alondras, Quito, Pichincha, EC;-0,209596667;-78,43844667;Apidae;Apis mellifera
Quito 170146, Ecuador;-0,299685985;-78,53739166;Apidae;Apis mellifera
Quito 170146, Ecuador;-0,299019953;-78,53786836;Apidae;Apis mellifera
PucarÃ¡, Quito, Ecuador;-0,299658329;-78,53763869;Apidae;Apis mellifera
Calderon, Quito, ISM;-0,08986;-78,424548;Apidae;Apis mellifera
PucarÃ¡, Quito, Ecuador;-0,299421389;-78,53707122;Apidae;Apis mellifera
Colegio Fernandez Madrid;-0,226265281;-78,51012805;Apidae;Apis mellifera
Machachi, Ecuador;-0,609460175;-78,48071289;Apidae;Bombus funebris
Av Turubamba e3, Quito 170146, Ecuador;-0,2996476;-78,5381805;Apidae;Apis mellifera
Calacali, Ecuador;0,025391466;-78,48335557;Apidae;Apis mellifera
Quito, Pichincha, Ecuador;-0,229558333;-78,51853167;Apidae;Apis mellifera
Quito, Pichincha, Ecuador;-0,229678333;-78,51863167;Apidae;Apis mellifera
ã‚¨ã‚¯ã‚¢ãƒ‰ãƒ« ãƒ—ã‚¨ãƒ«ãƒˆãƒ»ãƒã‚±ãƒªã‚½ãƒ»ãƒ¢ãƒ¬ãƒŽ;-0,90671;-89,606345;Apidae;Xylocopa darwini
Azogues, CaÃ±ar, EC;-2,846041604;-78,90984329;Apidae;Apis mellifera
Pomasqui, Quito, Ecuador;-0,03861111;-78,45111084;Apidae;Apis mellifera
San Antonio de Pichincha, Quito, Ecuador;0,004569;-78,446774;Apidae;Apis mellifera
Santa Cruz, Ecuador;-0,626206205;-90,38531136;Apidae;Xylocopa darwini
San Juan, Quito, Ecuador;-0,215277776;-78,50722504;Apidae;Apis mellifera
Latacunga, Ecuador;-0,739402778;-78,64858889;Apidae;Apis mellifera
Pifo;-0,232025868;-78,33695523;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,20179471;-78,48047669;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,18009602;-78,47170252;Apidae;Apis mellifera
Alambi Reserve, Ecuador;0,0294;-78,68068;Apidae;Apis mellifera
Quito, Pichincha, EC;-0,230868636;-78,36942697;Apidae;Apis mellifera
Azogues, Ecuador;-2,725;-78,8575;Apidae;Apis mellifera
170184, Ecuador;-0,229900003;-78,37046814;Apidae;Apis mellifera
Distrito Metropolitano de Quito, Ecuador;-0,230234395;-78,36987282;Apidae;Apis mellifera
Simon Bolivar Y Tajamar (N-s), Quito 170205, Ecuador;-0,068294197;-78,45309448;Apidae;Apis mellifera
La Libertad (Alizo), Ecuador;0,7397394;-78,0314523;Apidae;Bombus funebris
Distrito Metropolitano de Quito, Ecuador;-0,229047417;-78,37122108;Apidae;Apis mellifera
South Pacific Ocean, San Cristobal, Galapagos, EC;-0,686595;-89,25891167;Apidae;Xylocopa darwini
C.A.D.E.T Universidad Central del ECUADOR;-0,228569535;-78,37162446;Apidae;Apis mellifera
OcÃ©ano PacÃ­fico Sur, San Cristobal, GalÃ¡pagos, EC;-0,687166667;-89,25795;Apidae;Xylocopa darwini
UCE;-0,228813949;-78,37195773;Apidae;Apis mellifera
170184, Ecuador;-0,2285695;-78,3716245;Apidae;Apis mellifera
Unnamed Road, Quito 170184, Ecuador;-0,226007375;-78,37255787;Apidae;Apis mellifera
Unnamed Road, Quito 170184, Ecuador;-0,225717202;-78,3730011;Apidae;Apis mellifera
